,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
1102,Undergraduate,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,45705600000000000,55,96,Partner,0,2,0
1103,Undergraduate,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,25056000000000000,43,635,Partner,1,3,1
1104,Graduate,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,22982400000000000,53,757,Alone,1,2,1
1105,Postgraduate,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,50457600000000000,42,125,Partner,1,3,1
1106,Postgraduate,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,35251200000000000,48,332,Alone,2,3,1
1107,Graduate,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,16156800000000000,42,135,Alone,1,2,1
1108,Graduate,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,50803200000000000,67,330,Partner,1,3,1
1109,Graduate,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,48211200000000000,59,384,Alone,2,3,1
1110,Graduate,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,59616000000000000,55,1722,Alone,2,3,1
1111,Graduate,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,5702400000000000,44,78,Partner,3,5,1
1112,Undergraduate,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,46051200000000000,36,24,Alone,0,1,0
1113,Undergraduate,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,16502400000000000,69,1168,Alone,0,1,0
1114,Postgraduate,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,45792000000000000,70,957,Partner,1,3,1
1115,Graduate,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,22636800000000000,54,15,Alone,2,3,1
1116,Graduate,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,1900800000000000,43,57,Partner,1,3,1
1117,Graduate,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,51321600000000000,45,1956,Partner,1,3,1
1118,Graduate,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,20995200000000000,36,2013,Alone,0,1,0
1119,Undergraduate,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,3110400000000000,47,326,Partner,1,3,1
1120,Postgraduate,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,59875200000000000,53,77,Partner,2,4,1
1121,Postgraduate,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,36460800000000000,59,1313,Alone,0,1,0
1122,Postgraduate,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,3283200000000000,32,30,Alone,0,1,0
1123,Graduate,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,44236800000000000,60,315,Partner,1,3,1
1124,Postgraduate,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,32313600000000000,68,660,Partner,1,3,1
1125,Graduate,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,44409600000000000,32,74,Partner,1,3,1
1126,Undergraduate,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,4233600000000000,43,46,Alone,1,2,1
1127,Postgraduate,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,27302400000000000,59,86,Alone,1,2,1
1128,Graduate,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,20390400000000000,76,1103,Alone,0,1,0
1129,Postgraduate,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,13737600000000000,47,61,Partner,1,3,1
1130,Graduate,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,19180800000000000,40,145,Partner,1,3,1
1131,Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,56419200000000000,65,684,Partner,2,4,1
1132,Postgraduate,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,19785600000000000,67,411,Partner,1,3,1
1133,Graduate,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,53913600000000000,35,27,Alone,1,2,1
1134,Postgraduate,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,30931200000000000,78,1060,Alone,0,1,0
1135,Graduate,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,57801600000000000,57,1459,Partner,1,3,1
1136,Graduate,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,57801600000000000,42,18,Partner,1,3,1
1137,Graduate,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,55728000000000000,47,1833,Partner,0,2,0
1138,Postgraduate,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,7516800000000000,61,237,Partner,1,3,1
1139,Postgraduate,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,2764800000000000,58,48,Alone,2,3,1
1140,Graduate,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,29635200000000000,45,515,Partner,2,4,1
1141,Graduate,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,49334400000000000,47,1020,Partner,0,2,0
1142,Graduate,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,2678400000000000,60,1370,Partner,0,2,0
1143,Graduate,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,41040000000000000,70,1026,Partner,1,3,1
1144,Graduate,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,8467200000000000,56,301,Partner,1,3,1
1145,Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,56419200000000000,65,684,Partner,2,4,1
1146,Graduate,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,53308800000000000,56,499,Partner,1,3,1
1147,Graduate,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,58406400000000000,27,1004,Partner,0,2,0
1148,Postgraduate,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,22377600000000000,47,218,Partner,1,3,1
1149,Graduate,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,34732800000000000,49,606,Partner,1,3,1
1150,Undergraduate,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,31017600000000000,53,75,Partner,1,3,1
1151,Graduate,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,58406400000000000,53,106,Partner,3,5,1
1152,Graduate,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,34214400000000000,73,990,Partner,0,2,0
1153,Graduate,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,13651200000000000,52,1097,Alone,0,1,0
1154,Undergraduate,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,11404800000000000,25,16,Partner,0,2,0
1155,Undergraduate,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,8985600000000000,47,34,Partner,0,2,0
1156,Postgraduate,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,58060800000000000,31,1711,Partner,0,2,0
1157,Postgraduate,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,14515200000000000,64,438,Partner,2,4,1
1158,Undergraduate,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46396800000000000,42,75,Partner,1,3,1
1159,Postgraduate,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,19699200000000000,61,225,Partner,1,3,1
1160,Postgraduate,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,52099200000000000,69,18,Partner,2,4,1
1161,Graduate,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,35251200000000000,40,470,Partner,1,3,1
1162,Graduate,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,38188800000000000,40,91,Alone,2,3,1
1163,Postgraduate,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,11750400000000000,30,2525,Alone,0,1,0
1164,Graduate,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,45964800000000000,71,504,Partner,1,3,1
1165,Graduate,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,46656000000000000,64,235,Partner,1,3,1
1166,Postgraduate,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,45446400000000000,60,1232,Alone,1,2,1
1167,Undergraduate,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,36460800000000000,63,88,Alone,2,3,1
1168,Graduate,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,4492800000000000,50,17,Alone,1,2,1
1169,Graduate,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,28598400000000000,36,24,Alone,1,2,1
1170,Graduate,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,26870400000000000,56,60,Partner,2,4,1
1171,Postgraduate,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,26611200000000000,69,1020,Alone,1,2,1
1172,Postgraduate,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,49248000000000000,59,155,Partner,1,3,1
1173,Undergraduate,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,10540800000000000,47,51,Partner,2,4,1
1174,Postgraduate,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,47865600000000000,51,1812,Alone,0,1,0
1175,Postgraduate,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,50889600000000000,52,1461,Alone,1,2,1
1176,Graduate,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,6048000000000000,61,96,Alone,1,2,1
1177,Graduate,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,11404800000000000,69,160,Alone,1,2,1
1178,Postgraduate,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,37411200000000000,52,139,Partner,2,4,1
1179,Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,37497600000000000,53,908,Alone,1,2,1
1180,Undergraduate,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,26006400000000000,56,183,Partner,1,3,1
1181,Postgraduate,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,39312000000000000,52,1161,Partner,1,3,1
1182,Postgraduate,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,7344000000000000,49,988,Partner,0,2,0
1183,Undergraduate,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,56851200000000000,60,1072,Alone,1,2,1
1184,Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,25142400000000000,44,174,Partner,2,4,1
1185,Graduate,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,44928000000000000,62,758,Partner,1,3,1
1186,Postgraduate,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,15552000000000000,63,195,Partner,1,3,1
1187,Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,54172800000000000,42,31,Alone,1,2,1
1188,Postgraduate,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,27302400000000000,64,1084,Partner,0,2,0
1189,Postgraduate,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,42681600000000000,65,685,Partner,1,3,1
1190,Postgraduate,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,18921600000000000,56,1672,Partner,0,2,0
1191,Graduate,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,20995200000000000,31,43,Partner,0,2,0
1192,Postgraduate,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,11491200000000000,64,49,Partner,2,4,1
1193,Graduate,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,34819200000000000,56,133,Partner,1,3,1
1194,Graduate,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,22464000000000000,64,363,Partner,1,3,1
1195,Graduate,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,38016000000000000,66,545,Partner,1,3,1
1196,Graduate,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,21168000000000000,49,1065,Partner,1,3,1
1197,Graduate,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,40953600000000000,52,2047,Partner,0,2,0
1198,Graduate,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,52358400000000000,49,296,Partner,2,4,1
1199,Graduate,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,31622400000000000,46,140,Alone,2,3,1
1200,Graduate,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,29980800000000000,56,530,Alone,1,2,1
1201,Postgraduate,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,59616000000000000,58,152,Partner,2,4,1
1202,Postgraduate,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,22982400000000000,30,1598,Partner,0,2,0
1203,Graduate,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,45446400000000000,58,114,Alone,1,2,1
1204,Undergraduate,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,58406400000000000,35,101,Alone,1,2,1
1205,Graduate,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,24192000000000000,48,25,Partner,1,3,1
1206,Undergraduate,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,44841600000000000,64,789,Alone,0,1,0
1207,Graduate,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,28857600000000000,40,87,Partner,2,4,1
1208,Postgraduate,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,24192000000000000,63,90,Alone,2,3,1
1209,Postgraduate,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,36892800000000000,62,1215,Partner,1,3,1
1210,Postgraduate,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,22464000000000000,66,811,Alone,0,1,0
1211,Graduate,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,53136000000000000,35,61,Partner,1,3,1
1212,Postgraduate,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,27475200000000000,46,405,Partner,1,3,1
1213,Postgraduate,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,7862400000000000,66,72,Partner,2,4,1
1214,Graduate,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43113600000000000,50,189,Alone,2,3,1
1215,Postgraduate,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,31536000000000000,35,40,Partner,1,3,1
1216,Graduate,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,12096000000000000,43,63,Alone,1,2,1
1217,Graduate,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,40176000000000000,38,52,Partner,1,3,1
1218,Postgraduate,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,5011200000000000,45,39,Partner,1,3,1
1219,Graduate,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,2937600000000000,50,805,Partner,1,3,1
1220,Postgraduate,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,6307200000000000,65,130,Partner,1,3,1
1221,Graduate,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,23155200000000000,49,1631,Partner,0,2,0
1222,Graduate,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,31104000000000000,32,34,Partner,1,3,1
1223,Graduate,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,18316800000000000,69,152,Alone,2,3,1
1224,Undergraduate,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,13996800000000000,37,21,Alone,1,2,1
1225,Postgraduate,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,23241600000000000,54,71,Partner,3,5,1
1226,Graduate,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,3110400000000000,59,899,Alone,1,2,1
1227,Postgraduate,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,6048000000000000,74,711,Partner,0,2,0
1228,Postgraduate,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,59961600000000000,43,351,Partner,1,3,1
1229,Graduate,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,3628800000000000,50,8,Alone,0,1,0
1230,Undergraduate,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,49507200000000000,29,119,Alone,1,2,1
1231,Graduate,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,38880000000000000,53,21,Partner,2,4,1
1232,Postgraduate,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,8380800000000000,48,10,Partner,1,3,1
1233,Graduate,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,3110400000000000,46,973,Partner,1,3,1
1234,Postgraduate,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,26438400000000000,56,1536,Partner,0,2,0
1235,Graduate,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,30067200000000000,69,992,Partner,2,4,1
1236,Postgraduate,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,42508800000000000,54,1529,Partner,1,3,1
1237,Graduate,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,25056000000000000,49,860,Partner,1,3,1
1238,Graduate,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,21945600000000000,58,928,Alone,1,2,1
1239,Postgraduate,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,60393600000000000,51,418,Partner,2,4,1
1240,Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,60048000000000000,66,587,Partner,1,3,1
1241,Graduate,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,4147200000000000,46,641,Partner,1,3,1
1242,Graduate,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,8812800000000000,45,23,Partner,2,4,1
1243,Graduate,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,27388800000000000,52,2279,Partner,0,2,0
1244,Postgraduate,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,3542400000000000,48,49,Alone,2,3,1
1245,Postgraduate,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,34819200000000000,38,1779,Alone,0,1,0
1246,Postgraduate,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,17798400000000000,39,1804,Partner,0,2,0
1247,Graduate,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,30931200000000000,61,48,Partner,2,4,1
1248,Graduate,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,9936000000000000,69,83,Alone,2,3,1
1249,Graduate,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,22809600000000000,46,1862,Alone,0,1,0
1250,Postgraduate,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,55555200000000000,58,793,Partner,2,4,1
1251,Graduate,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,43718400000000000,51,84,Partner,1,3,1
1252,Postgraduate,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,27043200000000000,73,183,Partner,1,3,1
1253,Undergraduate,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,691200000000000,63,1383,Alone,0,1,0
1254,Graduate,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,7171200000000000,77,999,Partner,0,2,0
1255,Postgraduate,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,45187200000000000,58,825,Alone,1,2,1
1256,Graduate,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,58060800000000000,49,246,Alone,1,2,1
1257,Postgraduate,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,40348800000000000,55,610,Partner,2,4,1
1258,Postgraduate,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,50544000000000000,53,76,Alone,1,2,1
1259,Graduate,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,42163200000000000,50,1286,Partner,1,3,1
1260,Postgraduate,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,16848000000000000,46,30,Partner,1,3,1
1261,Graduate,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,47001600000000000,57,99,Partner,3,5,1
1262,Graduate,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,55814400000000000,43,1192,Alone,0,1,0
1263,Graduate,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,18316800000000000,46,362,Partner,1,3,1
1264,Graduate,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,59529600000000000,38,2130,Partner,0,2,0
1265,Undergraduate,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,58752000000000000,50,1229,Alone,0,1,0
1266,Postgraduate,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,55900800000000000,64,38,Partner,2,4,1
1267,Postgraduate,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,29635200000000000,70,485,Partner,0,2,0
1268,Undergraduate,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,51926400000000000,70,434,Partner,0,2,0
1269,Graduate,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,40780800000000000,51,44,Alone,1,2,1
1270,Postgraduate,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,50371200000000000,49,496,Partner,1,3,1
1271,Undergraduate,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,33350400000000000,52,78,Partner,2,4,1
1272,Postgraduate,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,43545600000000000,49,2346,Partner,0,2,0
1273,Graduate,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,47174400000000000,50,794,Partner,0,2,0
1274,Graduate,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,25660800000000000,65,17,Partner,0,2,0
1275,Graduate,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,28771200000000000,50,26,Alone,1,2,1
1276,Undergraduate,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,8899200000000000,48,76,Partner,1,3,1
1277,Postgraduate,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,17625600000000000,44,15,Alone,2,3,1
1278,Postgraduate,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,6739200000000000,58,62,Alone,2,3,1
1279,Postgraduate,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,7948800000000000,67,198,Partner,1,3,1
